AssemblyAccession	AssemblyName	Organism	SpeciesTaxid	BioSampleAccn	ContigN50	Coverage	Strain	Pathovar	Owner	Link
GCF_037136495.1	ASM3713649v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN40269218	422465	310	1950-40		Cornell University	1084067
GCF_037136515.1	ASM3713651v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN40269216	477037	367	1950-39		Cornell University	
GCF_037136555.1	ASM3713655v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN40269214	343089	266	1950-37		Cornell University	
GCF_037136575.1	ASM3713657v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN40269215	343089	327	1950-38		Cornell University	1084067
GCF_037136595.1	ASM3713659v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN40269207	480520	398	1950-29			1084067
GCF_037136615.1	ASM3713661v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN40269213	254472	253	1950-36		Cornell University	
GCF_037136635.1	ASM3713663v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN40269206	325935	396	1950-28			1084067
GCF_037136655.1	ASM3713665v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN40269190	523333	336	1950-1			1084067
GCF_037136675.1	ASM3713667v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN40269191	481597	327	1950-11		Cornell University	1084067
GCF_037136755.1	ASM3713675v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN40269199	495701	314	1950-2			1084067
GCF_037136775.1	ASM3713677v1	Pectobacterium atrosepticum (enterobacteria)	29471	SAMN40269200	530038	331	1950-20			1084067
GCF_037136795.1	ASM3713679v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN40269201	365131	379	1950-21			1084067
GCF_037136835.1	ASM3713683v1	Pectobacterium sp. 1950-15 (enterobacteria)	3128982	SAMN40269195	233385	456	1950-15			
GCF_037136855.1	ASM3713685v1	Pectobacterium parmentieri (enterobacteria)	1905730	SAMN40269189	171437	70	18B43		Cornell University	1084067
GCF_037136885.1	ASM3713688v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN40269193	494246	391	1950-13			
GCF_037136935.1	ASM3713693v1	Pectobacterium parmentieri (enterobacteria)	1905730	SAMN40269185	67572	116	15A54		Cornell University	1084067
GCF_037136955.1	ASM3713695v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN40269188	81817	76	18B42		Cornell University	1084067
GCF_037955535.1	ASM3795553v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN39980644	1081577	20	BSROG1CAUL_A		The University of the West Indies	1077724
GCF_038069705.1	ASM3806970v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN40269209	309551	291	1950-32			1084067
GCF_038149685.1	ASM3814968v1	Pectobacterium punjabense (enterobacteria)	2108399	SAMN40763090	538015	108	Saturn		Institute of Bioorganic Chemistry RAS	1096767
GCF_038442245.1	ASM3844224v1	Pectobacterium betavasculorum (enterobacteria)	55207	SAMN30917590	377629	56	CFBP1520		University of Gdansk	881924
GCF_038562765.1	ASM3856276v1	Pectobacterium aroidearum (enterobacteria)	1201031	SAMN40918343	188251	20	SM2		UNIVERSIDAD AUTONOMA DE QUERETARO	1062060
GCF_040191255.1	ASM4019125v1	Pectobacterium polaris (enterobacteria)	2042057	SAMN41568014	357547	94	SRB2		University of KwaZulu-Natal	
GCF_040224195.1	ASM4022419v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN41774371	383243	400	PD 8610		NIVIP	1122109
GCF_040224275.1	ASM4022427v1	Pectobacterium aroidearum (enterobacteria)	1201031	SAMN41774370	251314	400	PD 8609		NIVIP	
GCF_040224295.1	ASM4022429v1	Pectobacterium polonicum (enterobacteria)	2485124	SAMN41774368	652160	400	PD 8607			
GCF_040224315.1	ASM4022431v1	Pectobacterium aroidearum (enterobacteria)	1201031	SAMN41774366	584141	400	PD 8605			1122109
GCF_040224335.1	ASM4022433v1	Pectobacterium parvum (enterobacteria)	2778550	SAMN41774376	153431	400	LMG 30828		NIVIP	
GCF_040224355.1	ASM4022435v1	Pectobacterium odoriferum (enterobacteria)	78398	SAMN41774367	294142	400	PD 8606			1122109
GCF_040224375.1	ASM4022437v1	Pectobacterium parmentieri (enterobacteria)	1905730	SAMN41774375	435018	400	LMG 29774		NIVIP	
GCF_040224395.1	ASM4022439v1	Pectobacterium aroidearum (enterobacteria)	1201031	SAMN41774373	408293	400	LMG 2417			
GCF_040224415.1	ASM4022441v1	Pectobacterium cacticida (enterobacteria)	69221	SAMN41774374	266195	400	LMG 17936		NIVIP	1122109
GCF_040224435.1	ASM4022443v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN41774369	186879	400	PD 8608		NIVIP	1122109
GCF_040224455.1	ASM4022445v1	Pectobacterium zantedeschiae (enterobacteria)	2034769	SAMN41774389	610321	400	PD 7096			
GCF_040224475.1	ASM4022447v1	Pectobacterium aroidearum (enterobacteria)	1201031	SAMN41774393	514000	400	PD 7236			
GCF_040224495.1	ASM4022449v1	Pectobacterium parmentieri (enterobacteria)	1905730	SAMN41774379	293605	400	PD 5801			1122109
GCF_040224515.1	ASM4022451v1	Pectobacterium aroidearum (enterobacteria)	1201031	SAMN41774394	360145	400	PD 7271		NIVIP	1122109
GCF_040224535.1	ASM4022453v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN41774388	253987	400	PD 7081			1122109
GCF_040224555.1	ASM4022455v1	Pectobacterium odoriferum (enterobacteria)	78398	SAMN41774381	196745	400	PD 6860			1122109
GCF_040224575.1	ASM4022457v1	Pectobacterium punjabense (enterobacteria)	2108399	SAMN41774377	312974	400	PD 5156		NIVIP	1122109
GCF_040224595.1	ASM4022459v1	Pectobacterium aroidearum (enterobacteria)	1201031	SAMN41774391	461590	400	PD 7232		NIVIP	1122109
GCF_040224615.1	ASM4022461v1	Pectobacterium aroidearum (enterobacteria)	1201031	SAMN41774380	3217110	400	PD 6523		NIVIP	1122109
GCF_040225055.1	ASM4022505v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN41774365	3027371	400	PD 8604			1122109
GCF_040225075.1	ASM4022507v1	Pectobacterium jejuense (enterobacteria)	2974022	SAMN41774395	241839	400	PD 7434			1122109
GCF_040225115.1	ASM4022511v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN41774397	407488	400	PD 7836			1122109
GCF_040225135.1	ASM4022513v1	Pectobacterium polaris (enterobacteria)	2042057	SAMN41774364	2606974	400	DSM 105255		NIVIP	1122109
GCF_040225155.1	ASM4022515v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN41774396	752639	400	PD 7537		NIVIP	1122109
GCF_040225175.1	ASM4022517v1	Pectobacterium aroidearum (enterobacteria)	1201031	SAMN41774390	1553721	400	PD 7231		NIVIP	
GCF_040225195.1	ASM4022519v1	Pectobacterium odoriferum (enterobacteria)	78398	SAMN41774383	137516	400	PD 6958		NIVIP	
GCF_040225205.1	ASM4022520v1	Pectobacterium actinidiae (enterobacteria)	1507808	SAMN41774398	364026	400	PD 7900		NIVIP	1122109
GCF_040225235.1	ASM4022523v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN41774385	508232	400	PD 6994			1122109
GCF_040225255.1	ASM4022525v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN41774382	153853	400	PD 6952			1122109
GCF_040225265.1	ASM4022526v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN41774387	217367	400	PD 7079		NIVIP	1122109
GCF_040225295.1	ASM4022529v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN41774372	191818	400	PD 8611			1122109
GCF_040225315.1	ASM4022531v1	Pectobacterium polaris (enterobacteria)	2042057	SAMN41774392	893947	400	PD 7233			1122109
GCF_040225335.1	ASM4022533v1	Pectobacterium aroidearum (enterobacteria)	1201031	SAMN41774386	298261	400	PD 6997		NIVIP	1122109
GCF_040225375.1	ASM4022537v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN41774378	532026	400	PD 5190		NIVIP	
GCF_040256805.1	ASM4025680v1	Pectobacterium colocasium (enterobacteria)	2878098	SAMN38754036	4759205	521.38	MT27-1		Guangdong Academy of Agricultural Science, P. R. China	1050810
GCF_040259325.1	ASM4025932v1	Pectobacterium aroidearum (enterobacteria)	1201031	SAMN31278450	4806190	595	B2-6			
GCF_040259335.1	ASM4025933v1	Pectobacterium aroidearum (enterobacteria)	1201031	SAMN31278767	4976432	930	T25-1		Guangdong Academy of Agricultural Science, P. R. China	890452
GCF_040285185.1	ASM4028518v1	Pectobacterium aroidearum (enterobacteria)	1201031	SAMN41774384	319703	400	PD 6993		NIVIP	
GCF_040361805.1	ASM4036180v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMD00549562	315537	302	NK5			
GCF_040363025.1	ASM4036302v1	Pectobacterium parmentieri (enterobacteria)	1905730	SAMD00549561	418487	289	NK14			
GCF_041228105.1	NCPPB929v1_ONT	Pectobacterium aroidearum (enterobacteria)	1201031	SAMN41994899	5281458	400	NCPPB 929		University of Exeter	1127186
GCF_042134655.1	ASM4213465v1	Pectobacterium aroidearum (enterobacteria)	1201031	SAMN43456395	4864057	50	Pc3		China Agricultural University	1155309
GCF_042432185.1	ASM4243218v1	Pectobacterium cacticida (enterobacteria)	69221	SAMN43281662	4157327	17.65	ICMP 11136		The Institute of Microbiology of the Chinese Academy of Sciences	595761
GCF_042691685.1	ASM4269168v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN39980534	4856666	4	BSRLOP2CAB		The University of the West Indies	1077724
GCF_043964375.1	ASM4396437v1	Pectobacterium zantedeschiae (enterobacteria)	2034769	SAMN37809576	4944901	306.47	CFBP 1357		University of Hawaii	
GCF_043964385.1	ASM4396438v1	Pectobacterium polonicum (enterobacteria)	2485124	SAMN37809490	5082745	233.65	LMG 31077			1027906
GCF_044751665.1	ASM4475166v1	Pectobacterium parvum (enterobacteria)	2778550	SAMN44500076	157358	269	22QBSP01-2		Yunnan Academy of Tobacco Agricultural Sciences	827268
GCF_044751685.1	ASM4475168v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN44500075	364253	226	BSHS1-5		Yunnan Academy of Tobacco Agricultural Sciences	
GCF_044751705.1	ASM4475170v1	Pectobacterium punjabense (enterobacteria)	2108399	SAMN44500074	309980	134	22DLYP03-2		Yunnan Academy of Tobacco Agricultural Sciences	827268
GCF_044751725.1	ASM4475172v1	Pectobacterium parvum (enterobacteria)	2778550	SAMN44500072	172770	273	22KMSM16		Yunnan Academy of Tobacco Agricultural Sciences	827268
GCF_044751745.1	ASM4475174v1	Pectobacterium sp. CHL-2024 (enterobacteria)	3377079	SAMN44500070	370949	233	SJHS3-1		Yunnan Academy of Tobacco Agricultural Sciences	827268
GCF_044751765.1	ASM4475176v1	Pectobacterium sp. CHL-2024 (enterobacteria)	3377079	SAMN44500065	274490	270	22LXZD03-04			827268
GCF_044751785.1	ASM4475178v1	Pectobacterium parvum (enterobacteria)	2778550	SAMN44500073	175665	277	22LCSJ05-1			
GCF_044751805.1	ASM4475180v1	Pectobacterium sp. CHL-2024 (enterobacteria)	3377079	SAMN44500066	290582	267	22ZTDG03-4		Yunnan Academy of Tobacco Agricultural Sciences	827268
GCF_044751825.1	ASM4475182v1	Pectobacterium sp. CHL-2024 (enterobacteria)	3377079	SAMN44500068	508428	243	DL6-4		Yunnan Academy of Tobacco Agricultural Sciences	827268
GCF_044751845.1	ASM4475184v1	Pectobacterium sp. CHL-2024 (enterobacteria)	3377079	SAMN44500064	259824	263	22LJYL01-1		Yunnan Academy of Tobacco Agricultural Sciences	827268
GCF_044751865.1	ASM4475186v1	Pectobacterium sp. CHL-2024 (enterobacteria)	3377079	SAMN44500069	508416	212	DL10-2-1		Yunnan Academy of Tobacco Agricultural Sciences	827268
GCF_044751885.1	ASM4475188v1	Pectobacterium sp. CHL-2024 (enterobacteria)	3377079	SAMN44500067	202304	251	BSHS4			827268
GCF_044751905.1	ASM4475190v1	Pectobacterium sp. CHL-2024 (enterobacteria)	3377079	SAMN44500063	350834	219	22LCQN02-3		Yunnan Academy of Tobacco Agricultural Sciences	
GCF_044751925.1	ASM4475192v1	Pectobacterium sp. CHL-2024 (enterobacteria)	3377079	SAMN44500062	591455	268	22LCQN02-2		Yunnan Academy of Tobacco Agricultural Sciences	
GCF_044751945.1	ASM4475194v1	Pectobacterium sp. CHL-2024 (enterobacteria)	3377079	SAMN44500059	394999	259	22LCQN01-3		Yunnan Academy of Tobacco Agricultural Sciences	827268
GCF_044751965.1	ASM4475196v1	Pectobacterium sp. CHL-2024 (enterobacteria)	3377079	SAMN44500055	290041	213	21LCBS02			827268
GCF_044751985.1	ASM4475198v1	Pectobacterium jejuense (enterobacteria)	2974022	SAMN44500054	354506	263	22LXZD03-05		Yunnan Academy of Tobacco Agricultural Sciences	827268
GCF_044752005.1	ASM4475200v1	Pectobacterium sp. CHL-2024 (enterobacteria)	3377079	SAMN44500061	400114	260	22LCQN02-1		Yunnan Academy of Tobacco Agricultural Sciences	827268
GCF_044752025.1	ASM4475202v1	Pectobacterium sp. CHL-2024 (enterobacteria)	3377079	SAMN44500058	251556	265	22LCQN01-1			827268
GCF_044752045.1	ASM4475204v1	Pectobacterium sp. CHL-2024 (enterobacteria)	3377079	SAMN44500057	433761	260	22KMSM01			827268
GCF_044752065.1	ASM4475206v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN44500051	366766	268	22ZTDG03-5		Yunnan Academy of Tobacco Agricultural Sciences	827268
GCF_044752085.1	ASM4475208v1	Pectobacterium sp. CHL-2024 (enterobacteria)	3377079	SAMN44500056	129269	263	22DLYP08		Yunnan Academy of Tobacco Agricultural Sciences	827268
GCF_044752105.1	ASM4475210v1	Pectobacterium jejuense (enterobacteria)	2974022	SAMN44500052	386511	265	22LXZD03-01		Yunnan Academy of Tobacco Agricultural Sciences	
GCF_044752125.1	ASM4475212v1	Pectobacterium jejuense (enterobacteria)	2974022	SAMN44500053	386511	265	22LXZD03-03		Yunnan Academy of Tobacco Agricultural Sciences	827268
GCF_044752145.1	ASM4475214v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN44500050	393553	273	22ZTDG03-1		Yunnan Academy of Tobacco Agricultural Sciences	827268
GCF_044752165.1	ASM4475216v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN44500047	270214	270	22LCQN01-2		Yunnan Academy of Tobacco Agricultural Sciences	827268
GCF_044752185.1	ASM4475218v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN44500048	449757	263	22LCQN01-4		Yunnan Academy of Tobacco Agricultural Sciences	827268
GCF_044752205.1	ASM4475220v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN44500046	1457609	267	22KMXD04		Yunnan Academy of Tobacco Agricultural Sciences	827268
GCF_044752225.1	ASM4475222v1	Pectobacterium actinidiae (enterobacteria)	1507808	SAMN44500042	332024	256	22ZTDG03-2		Yunnan Academy of Tobacco Agricultural Sciences	
GCF_044752245.1	ASM4475224v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN44500049	474194	261	22LJNL06-5-2		Yunnan Academy of Tobacco Agricultural Sciences	827268
GCF_044752265.1	ASM4475226v1	Pectobacterium actinidiae (enterobacteria)	1507808	SAMN44500043	321682	251	22ZTDG03-3		Yunnan Academy of Tobacco Agricultural Sciences	827268
GCF_044752285.1	ASM4475228v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN44500078	615654	255	22LJNL06-6-3		Yunnan Academy of Tobacco Agricultural Sciences	827268
GCF_044752305.1	ASM4475230v1	Pectobacterium punjabense (enterobacteria)	2108399	SAMN44500077	412735	277	22LJNL06-3-2		Yunnan Academy of Tobacco Agricultural Sciences	827268
GCF_044752325.1	ASM4475232v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN44500045	560125	272	22KMSM05		Yunnan Academy of Tobacco Agricultural Sciences	827268
GCF_044752345.1	ASM4475234v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN44500044	457711	201	22QBSP01-1		Yunnan Academy of Tobacco Agricultural Sciences	827268
GCF_044752465.1	ASM4475246v1	Pectobacterium sp. CHL-2024 (enterobacteria)	3377079	SAMN44500060	761189	263	22LCQN01-5		Yunnan Academy of Tobacco Agricultural Sciences	827268
GCF_044752485.1	ASM4475248v1	Pectobacterium parvum (enterobacteria)	2778550	SAMN44500071	150972	273	22KMSM06			827268
GCF_044752505.1	ASM4475250v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN44500079	477530	248	22LJYL12		Yunnan Academy of Tobacco Agricultural Sciences	827268
GCF_045037855.1	ASM4503785v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN44656284	5136672	100	M22b		Brigham Young University	1183984
GCF_045037945.1	ASM4503794v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN44656279	4883122	101	M10		Brigham Young University	1183984
GCF_045037985.1	ASM4503798v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN44656278	4801510	102	M8b		Brigham Young University	
GCF_045038005.1	ASM4503800v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN44656277	4801508	96	M8a		Brigham Young University	1183984
GCF_045038015.1	ASM4503801v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN44656274	4801510	103	M3		Brigham Young University	1183984
GCF_045038025.1	ASM4503802v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN44656275	4794904	46	M4a		Brigham Young University	1183984
GCF_045277235.1	ASM4527723v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN44747016	4954534	578	PCC27		Kyung Hee University	
GCF_045278865.1	ASM4527886v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN37447018	4953627	270	ZRIMU1701SM		Inner Mongolia University	1018677
GCF_045278875.1	ASM4527887v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN37448866	4764461	172	ZRIMU1702DQ		Inner Mongolia University	1018699
GCF_046159765.1	ASM4615976v1	Pectobacterium sp. B2J-2 (enterobacteria)	3385372	SAMN45393973	123509	99.6478	B2J-2		Hainan University	1196184
GCF_046237015.1	ASM4623701v1	Pectobacterium sp. B1J-3 (enterobacteria)	3385371	SAMN45373544	211515	99.3933	B1J-3		Hainan University	1196156
GCF_046618845.1	ASM4661884v1	Pectobacterium cacticida (enterobacteria)	69221	SAMN04527005	104684	100	IFB5353		University of Gdansk	
GCF_046622685.1	ASM4662268v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN42841175	267018	836	NAK719		Wageningen University & Research	1140644
GCF_046622705.1	ASM4662270v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN42841176	223220	1249	NAK727		Wageningen University & Research	1140644
GCF_046622725.1	ASM4662272v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN42841174	433402	849	NAK716		Wageningen University & Research	
GCF_046622745.1	ASM4662274v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN42841173	224410	910	NAK709		Wageningen University & Research	1140644
GCF_046622765.1	ASM4662276v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN42841172	266942	784	NAK701		Wageningen University & Research	
GCF_046622805.1	ASM4662280v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN42841170	267033	809	NAK698			1140644
GCF_046622825.1	ASM4662282v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN42841169	480228	750	NAK683			
GCF_046622845.1	ASM4662284v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN42841168	276106	526	NAK682			1140644
GCF_046622865.1	ASM4662286v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN42841167	491166	815	NAK679		Wageningen University & Research	1140644
GCF_046622885.1	ASM4662288v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN42841171	211430	816	NAK700		Wageningen University & Research	1140644
GCF_046622905.1	ASM4662290v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN42841165	480228	888	NAK650		Wageningen University & Research	
GCF_046622925.1	ASM4662292v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN42841166	480307	828	NAK673		Wageningen University & Research	1140644
GCF_046622945.1	ASM4662294v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN42841164	339936	785	NAK644		Wageningen University & Research	1140644
GCF_046622965.1	ASM4662296v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN42841163	339855	828	NAK641			
GCF_046622985.1	ASM4662298v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN42841162	471878	1014	NAK638			1140644
GCF_046623005.1	ASM4662300v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN42841161	480228	1023	NAK617		Wageningen University & Research	1140644
GCF_046623025.1	ASM4662302v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN42841160	480496	682	NAK616			
GCF_046623045.1	ASM4662304v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN42841157	471894	927	JGAR-120719-4		Wageningen University & Research	1140644
GCF_046623065.1	ASM4662306v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN42841159	267012	1279	NAK246			1140644
GCF_046623085.1	ASM4662308v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN42841156	480378	912	JGAR-100719-1		Wageningen University & Research	1140644
GCF_046623105.1	ASM4662310v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN42841155	339964	975	JGAR-080719-2		Wageningen University & Research	1140644
GCF_046623125.1	ASM4662312v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN42841158	264275	1258	NAK238			1140644
GCF_046623145.1	ASM4662314v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN42841154	480269	795	JGAR-030718-1		Wageningen University & Research	
GCF_047306745.1	ASM4730674v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN40299307	209797	12	21A09		The University of Maine	1085267
GCF_048593165.1	ASM4859316v1	Pectobacterium colocasium (enterobacteria)	2878098	SAMN47212673	4450785	15	CSR2		The University of the West Indies	1231477
GCF_048593175.1	ASM4859317v1	Pectobacterium colocasium (enterobacteria)	2878098	SAMN47251506	4473524	15	CSR3		University of the West Indies	1231477
GCA_049729065.1	ASM4972906v1	Pectobacterium aroidearum (enterobacteria)	1201031	SAMN47853470	4962696	0.9929			Kunming University	1248211
GCF_049949135.1	ASM4994913v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN48066572	4781916	235	BY2		Shandong Agriculture and Engineering University	
GCF_050997255.1	ASM5099725v1	Pectobacterium versatile (enterobacteria)	2488639	SAMN48268175	316920	568	LFLOG-78			1257438
GCF_050997315.1	ASM5099731v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN48267897	2727898	501	L25F-74		Instituto Politecnico Nacional	1257438
GCF_050997335.1	ASM5099733v1	Pectobacterium polaris (enterobacteria)	2042057	SAMN48268381	631382	31	L25F-105			1257438
GCF_050997375.1	ASM5099737v1	Pectobacterium punjabense (enterobacteria)	2108399	SAMN48268176	3394501	511	L25F-83		Instituto Politecnico Nacional	1257438
GCF_050997435.1	ASM5099743v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN48268401	3397938	393	LVEG-224			1257438
GCF_051174755.1	ASM5117475v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN48861762	4831335	50	WZZ2024		China Agricultural University	1271328
GCF_051468635.1	ASM5146863v1	Pectobacterium sp. LFLA-215 (enterobacteria)	3419008	SAMN48267889	4522016	663	LFLA-215			
GCF_051707265.1	ASM5170726v1	Pectobacterium sp. S5 (enterobacteria)	3058367	SAMN36027743	631382	30	S5			988818
GCF_051707285.1	ASM5170728v1	Pectobacterium sp. S6 (enterobacteria)	3058368	SAMN36027744	511581	36	S6		CIIDIR-IPN, Unidad Sinaloa	
GCA_051904865.1	ASM5190486v1	Pectobacterium carotovorum (enterobacteria)	554	SAMN49752928	5310334	142	KACC 16999		Korea Polar Research Institute	
GCF_052601195.1	ASM5260119v1	Pectobacterium actinidiae (enterobacteria)	1507808	SAMN50685991	552988	10	S2FC			1308167
GCF_052656135.1	ASM5265613v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN51229358	129531	100.5	DM1		CIBNOR	1321934
GCF_052921545.1	ASM5292154v1	Pectobacterium brasiliense (enterobacteria)	180957	SAMN51728687	4916962	861	BS1113		Fuyang Normal University	1332297
GCF_900129615.1	IMG-taxon 2695420962 annotated assembly	Pectobacterium carotovorum (enterobacteria)	554	SAMN05444147	380982	203	DSM 30168		DOE Joint Genome Institute	https://gold.jgi.doe.gov/projects?id=Gp0148856 331393
GCF_900195285.2	Pc0421_3	Pectobacterium parvum (enterobacteria)	2778550	SAMEA104138801	181754	75	s0421			
GCF_900195295.2	Pc0416_3	Pectobacterium parvum (enterobacteria)	2778550	SAMEA104138800	155422	75	s0416			
